"","vversion","vdsetno","self_report_turnout","validated_turnout","misreport","campaign_interest","pid_strength","white","black","other_race","female","age","agesquared","married","educ_years","educ_summary","fam_income","church_attendance","county_stability","house_stability","civic_duty","int_eff_1","int_eff_2","int_eff_3","int_eff_4","int_eff_scale","ext_eff_1","ext_eff_2","ext_eff_3","ext_eff_4","ext_eff_scale","post_int_date","post_int_days","alone_pre","cooperative_pre","suspicion_pre","suspicion_post","sincerity_pre","report_income_correctly","refusal_conversion","total_calls","refuse_initially","break_appts","refused_fam_income","trust_in_govt"
"1",1,"1988.TV",1,1,0,1,2,1,0,0,1,62,3844,1,9,1,6,4,15,13,4,1,1,1,0,-0.928235530853271,1,1,2,1,-0.0194342695176601,1114,6,1,3,0,0,2,1,0,1,0,0,0,1
"2",1,"1988.TV",0,0,0,0,1,1,0,0,1,19,361,0,10,1,10,1,0,0,4,0,0,0,0,-1.53941762447357,3,1,1,1,-0.0147709958255291,1117,9,1,3,0,0,2,1,0,1,0,0,0,1
"3",1,"1988.TV",NA,NA,NA,1,2,1,0,0,0,20,400,0,13,3,6,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,2,1,0,8,0,2,0,NA
"4",1,"1988.TV",1,0,1,1,1,1,0,0,1,47,2209,0,17,6,17,4,2,2,NA,3,3,4,2,0.91497927904129,0,1,1,1,-0.546114027500153,1229,51,1,4,0,0,2,1,0,8,0,0,0,1
"5",1,"1988.TV",0,0,0,0,2,0,1,0,1,66,4356,0,9,1,1,2,15,15,4,0,0,0,0,-1.53941762447357,3,3,2,2,1.13059043884277,1110,2,1,4,0,0,2,1,0,4,1,0,0,2
"6",1,"1988.TV",0,0,0,2,2,0,1,0,1,70,4900,0,6,0,3,3,15,12,0,4,4,4,4,1.75686633586884,0,0,0,0,-1.49318647384644,1116,8,0,4,0,0,2,1,0,3,1,0,0,1
"7",1,"1988.TV",NA,NA,NA,1,0,1,0,0,1,24,576,1,12,2,13,0,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,2,1,0,22,0,2,0,NA
"8",1,"1988.TV",0,0,0,0,0,1,0,0,1,24,576,0,16,3,2,1,4,2,4,1,1,2,0,-0.733162641525269,3,3,1,1,0.381806880235672,1110,2,1,3,0,0,2,1,0,1,0,0,0,2
"9",1,"1988.TV",0,0,0,0,2,1,0,0,1,76,5776,0,8,0,NA,NA,15,15,0,1,0,0,1,-1.10010588169098,0,0,0,0,-1.49318647384644,1111,3,1,4,0,0,1,1,0,1,0,0,1,1
"10",1,"1988.TV",1,1,0,1,2,1,0,0,1,78,6084,0,8,0,9,4,15,15,4,3,0,3,1,-0.0620415471494198,1,1,0,0,-1.11778318881989,1109,1,1,4,0,0,2,1,0,1,0,0,0,1
"11",1,"1988.TV",0,0,0,0,1,1,0,0,1,30,900,0,12,2,7,3,15,7,4,0,0,0,0,-1.53941762447357,1,1,1,1,-0.368999660015106,1207,29,1,2,1,0,2,1,0,15,0,0,0,1
"12",1,"1988.TV",1,1,0,2,1,1,0,0,0,51,2601,1,12,2,5,1,10,10,0,3,2,3,3,0.743108987808228,0,0,1,1,-0.744402945041656,1122,14,0,4,0,0,2,1,0,3,0,0,0,1
"13",1,"1988.TV",0,0,0,1,0,1,0,0,1,26,676,1,12,2,9,4,0,0,4,3,2,2,2,0.335147142410278,4,3,1,1,0.558921217918396,1208,30,0,3,0,0,2,1,0,8,0,2,0,1
"14",1,"1988.TV",1,0,1,0,1,1,0,0,1,64,4096,0,12,2,10,1,15,15,4,0,0,0,0,-1.53941762447357,1,2,1,0,-0.569928884506226,1111,3,1,3,0,0,1,1,0,2,0,0,0,2
"15",1,"1988.TV",1,1,0,2,3,1,0,0,1,50,2500,1,15,3,19,4,4,4,4,3,1,1,2,-0.0496121682226658,3,3,2,1,0.73137229681015,1129,21,1,4,0,0,2,1,0,5,0,0,0,2
"16",1,"1988.TV",1,0,1,1,3,1,0,0,1,28,784,0,12,2,3,4,2,2,4,1,0,0,1,-1.10010588169098,3,3,NA,1,NA,1120,12,1,3,0,1,2,1,0,6,1,0,0,2
"17",1,"1988.TV",0,0,0,0,3,1,0,0,1,75,5625,0,9,1,NA,3,15,15,4,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1110,2,1,2,0,0,2,1,0,1,0,0,1,NA
"18",1,"1988.TV",1,1,0,1,3,1,0,0,0,41,1681,1,14,4,14,0,0,1,NA,4,2,2,3,0.774458825588226,3,3,1,1,0.381806880235672,1215,37,1,4,0,0,2,1,0,15,0,0,0,2
"19",1,"1988.TV",1,1,0,2,1,1,0,0,1,30,900,1,16,5,22,4,4,4,NA,3,1,NA,2,NA,3,2,1,1,0.183517917990685,1114,6,0,4,0,0,2,1,0,2,0,0,0,1
"20",1,"1988.TV",1,1,0,2,2,1,0,0,1,59,3481,0,12,2,5,1,15,2,4,3,3,1,1,0.116871602833271,1,3,1,1,0.0275781564414501,1121,13,1,4,0,0,2,1,0,2,0,0,0,2
"21",1,"1988.TV",0,0,0,1,1,0,1,0,1,26,676,0,14,4,11,1,0,1,4,2,2,3,2,0.303797274827957,1,1,2,1,-0.0194342695176601,1127,19,1,4,0,0,2,1,0,9,0,1,0,2
"22",1,"1988.TV",0,0,0,0,0,1,0,0,0,35,1225,1,6,0,14,1,15,13,4,1,0,4,0,-0.532703101634979,0,0,0,0,-1.49318647384644,1118,10,0,3,0,0,2,1,0,2,0,0,0,1
"23",1,"1988.TV",1,0,1,2,3,0,1,0,1,66,4356,0,10,1,0,4,15,6,4,3,0,1,0,-0.665076315402985,3,1,2,0,-0.0644236877560616,1115,7,1,3,1,1,2,1,0,5,0,0,0,1
"24",1,"1988.TV",NA,NA,NA,1,2,1,0,0,1,71,5041,0,12,2,6,3,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,NA,2,1,0,2,NA,NA,0,NA
"25",1,"1988.TV",0,0,0,0,0,1,0,0,1,20,400,0,11,1,2,0,3,1,4,2,2,2,0,-0.317053496837616,2,1,0,0,-0.940668880939484,1206,28,1,4,0,0,2,1,0,6,0,0,0,1
"26",1,"1988.TV",1,1,0,1,2,1,0,0,1,38,1444,1,5,0,5,2,15,10,4,4,4,4,4,1.75686633586884,3,0,0,0,-0.961843430995941,1113,5,0,3,0,0,2,1,0,2,0,0,0,1
"27",1,"1988.TV",0,0,0,1,1,1,0,0,1,30,900,1,12,2,14,4,13,4,4,2,2,0,0,-0.707199394702911,0,0,1,1,-0.744402945041656,1112,4,0,4,0,0,2,1,0,1,0,0,0,3
"28",1,"1988.TV",1,1,0,2,2,1,0,0,1,54,2916,1,12,2,15,0,15,15,4,2,1,1,2,-0.2760349214077,3,3,2,1,0.73137229681015,1113,5,1,4,0,0,2,1,0,3,1,0,0,1
"29",1,"1988.TV",0,0,0,1,0,1,0,0,1,32,1024,1,8,0,1,0,15,2,4,2,2,2,2,0.108724340796471,2,0,1,1,-0.390174239873886,1110,2,0,4,0,0,2,1,0,4,0,0,0,1
"30",1,"1988.TV",0,0,0,0,2,1,0,0,1,61,3721,1,9,1,14,2,15,5,4,4,1,1,1,-0.0360783077776432,0,0,1,1,-0.744402945041656,1115,7,1,3,0,0,2,1,0,2,0,0,0,2
"31",1,"1988.TV",1,1,0,2,3,0,1,0,0,47,2209,1,15,4,17,2,10,10,NA,4,3,3,3,1.15921807289124,4,1,2,0,0.112690649926662,1114,6,1,3,0,0,2,1,0,1,0,0,0,2
"32",1,"1988.TV",1,1,0,1,1,0,0,1,1,60,3600,0,16,5,15,4,15,7,4,3,1,3,3,0.553422629833221,3,3,1,1,0.381806880235672,1111,3,1,4,0,0,2,1,0,2,0,0,0,1
"33",1,"1988.TV",1,1,0,1,2,1,0,0,0,74,5476,0,5,0,15,0,15,15,4,4,0,0,1,-0.420837610960007,4,0,1,0,-0.435163676738739,1110,2,1,4,0,0,2,1,0,1,1,0,0,0
"34",1,"1988.TV",0,0,0,1,1,1,0,0,0,22,484,0,12,2,9,NA,15,1,4,3,1,2,1,-0.0674281418323517,1,0,1,0,-0.966506719589233,1119,11,1,3,0,0,2,1,0,2,0,0,0,1
"35",1,"1988.TV",0,0,0,1,1,1,0,0,0,60,3600,1,12,2,19,1,15,15,0,3,0,1,1,-0.452187418937683,1,1,2,1,-0.0194342695176601,1120,12,0,4,0,0,2,1,0,3,0,0,0,1
"36",1,"1988.TV",0,0,0,1,2,1,0,0,1,54,2916,0,12,2,17,1,14,14,4,1,0,2,2,-0.497071117162704,0,0,1,1,-0.744402945041656,1112,4,1,3,0,0,2,1,0,1,0,0,0,1
"37",1,"1988.TV",1,1,0,0,1,1,0,0,1,32,1024,1,12,2,20,0,0,1,4,0,0,0,0,-1.53941762447357,1,1,1,1,-0.368999660015106,1115,7,1,4,0,0,2,1,0,3,0,0,0,2
"38",1,"1988.TV",1,1,0,2,3,1,0,0,1,79,6241,0,14,3,13,4,6,6,NA,3,1,2,3,0.358349680900574,3,1,2,1,0.33479443192482,1116,8,1,4,0,0,2,1,0,1,0,0,0,2
"39",1,"1988.TV",NA,NA,NA,0,1,1,0,0,1,29,841,0,12,2,13,NA,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,2,1,0,4,1,0,0,NA
"40",1,"1988.TV",NA,NA,NA,1,1,1,0,0,1,85,7225,0,8,0,2,1,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,0,1,1,0,4,1,0,0,NA
"41",1,"1988.TV",1,1,0,2,3,1,0,0,1,36,1296,1,15,3,16,2,15,1,4,3,3,1,3,0.542649447917938,4,1,1,1,0.162343338131905,1109,1,1,3,0,0,2,1,0,1,0,0,0,1
"42",1,"1988.TV",1,0,1,1,1,1,0,0,0,71,5041,1,9,1,14,2,15,15,4,0,0,0,0,-1.53941762447357,2,3,2,0,0.155039817094803,1111,3,0,4,0,0,2,1,0,3,0,0,0,1
"43",1,"1988.TV",1,0,1,2,3,1,0,0,0,38,1444,0,12,2,12,0,15,15,0,3,2,2,1,0.122258223593235,1,1,2,2,0.37978383898735,1127,19,0,3,0,0,2,1,0,7,0,0,0,2
"44",1,"1988.TV",NA,NA,NA,0,2,1,0,0,1,41,1681,1,16,5,19,2,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,2,1,0,4,1,0,0,NA
"45",1,"1988.TV",NA,NA,NA,1,2,1,0,0,0,68,4624,1,12,2,12,1,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,2,0,0,2,NA,NA,0,NA
"46",1,"1988.TV",1,1,0,2,0,1,0,0,0,30,900,1,16,5,14,3,1,1,4,3,3,3,2,0.719906389713287,1,2,1,1,-0.170710772275925,1115,7,1,4,0,0,2,1,0,2,0,0,0,1
"47",1,"1988.TV",NA,NA,NA,1,3,0,1,0,1,52,2704,0,12,2,13,3,15,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,1,NA,2,1,0,NA,NA,NA,0,NA
"48",1,"1988.TV",1,1,0,2,2,1,0,0,1,68,4624,1,16,4,16,2,15,15,NA,3,1,2,3,0.358349680900574,3,3,2,1,0.73137229681015,1116,8,0,4,0,0,2,1,0,4,0,0,0,2
"49",1,"1988.TV",1,1,0,1,2,1,0,0,1,68,4624,0,13,3,5,3,15,15,NA,3,1,0,0,-0.670462906360626,4,3,1,1,0.558921217918396,1111,3,1,4,0,0,2,1,0,3,0,0,0,2
"50",1,"1988.TV",1,1,0,2,3,1,0,0,1,69,4761,1,16,5,15,2,15,15,NA,4,3,1,3,0.769072234630585,3,3,1,2,0.781024992465973,1109,1,0,4,0,0,2,1,0,1,0,0,0,2
"51",1,"1988.TV",0,0,0,1,2,1,0,0,1,84,7056,0,8,0,3,4,15,15,4,NA,0,0,0,NA,0,0,1,1,-0.744402945041656,1110,2,1,2,1,0,0,1,0,1,0,0,0,3
"52",1,"1988.TV",0,0,0,2,2,1,0,0,1,85,7225,0,8,0,10,1,15,15,4,1,0,0,1,-1.10010588169098,3,3,2,2,1.13059043884277,1110,2,1,3,0,0,1,1,0,1,0,0,0,1
"53",1,"1988.TV",1,1,0,0,1,1,0,0,1,55,3025,0,16,5,2,4,15,15,4,1,1,0,1,-0.910419583320618,1,0,1,2,-0.16807048022747,1121,13,1,4,0,0,2,1,0,6,0,0,0,2
"54",1,"1988.TV",1,1,0,1,2,1,0,0,0,73,5329,1,8,0,12,4,15,15,4,1,1,2,2,-0.307384788990021,0,2,2,1,0.00174031034111977,1109,1,0,4,0,0,2,1,0,1,0,0,0,1
"55",1,"1988.TV",1,1,0,1,3,1,0,0,0,32,1024,1,15,5,15,4,0,0,4,3,1,3,1,0.127644792199135,3,0,1,1,-0.213059917092323,1120,12,0,4,0,0,2,1,0,1,0,0,0,1
"56",1,"1988.TV",1,1,0,1,3,1,0,0,1,43,1849,1,14,4,NA,1,15,11,NA,2,1,1,1,-0.488923847675323,2,1,1,1,-0.191885337233543,1213,35,1,4,0,0,1,0,0,13,0,0,1,2
"57",1,"1988.TV",1,0,1,0,2,1,0,0,0,24,576,0,12,2,16,3,15,2,0,2,1,1,0,-0.701812744140625,4,3,2,2,1.30770468711853,1221,43,1,4,0,NA,2,1,1,23,NA,NA,0,2
"58",1,"1988.TV",1,1,0,2,3,0,1,0,0,38,1444,0,12,2,7,NA,15,1,NA,3,3,3,3,0.932795345783234,4,1,2,0,0.112690649926662,1128,20,0,4,0,0,2,1,0,13,0,2,0,1
"59",1,"1988.TV",1,1,0,1,2,1,0,0,1,69,4761,0,12,2,5,1,3,3,4,2,3,2,2,0.298410683870316,3,1,2,1,0.33479443192482,1109,1,1,4,0,0,2,1,0,1,0,0,0,1
"60",1,"1988.TV",1,1,0,1,2,1,0,0,1,43,1849,1,16,5,15,4,0,0,4,3,2,3,2,0.530220031738281,4,3,1,1,0.558921217918396,1109,1,0,4,0,0,2,1,0,2,0,0,0,2
"61",1,"1988.TV",1,1,0,2,3,1,0,0,1,46,2116,1,16,5,22,4,15,15,NA,4,4,3,3,1.34890449047089,4,3,2,1,0.908486604690552,1205,27,1,4,0,0,2,1,0,3,0,0,0,2
"62",1,"1988.TV",1,0,1,1,0,1,0,0,1,49,2401,1,12,2,14,4,15,3,4,3,0,3,0,-0.274930447340012,2,1,2,1,0.157680064439774,106,59,0,4,0,0,2,1,0,8,0,0,0,2
"63",1,"1988.TV",1,1,0,2,2,1,0,0,1,29,841,0,16,5,1,2,15,1,NA,2,3,1,1,-0.109551168978214,2,3,2,1,0.554257929325104,1217,39,1,4,0,0,2,1,0,11,0,0,0,1
"64",1,"1988.TV",1,1,0,1,2,1,0,0,0,27,729,0,16,5,1,4,6,2,NA,3,2,3,2,0.530220031738281,4,3,2,1,0.908486604690552,1202,24,1,4,0,0,2,1,0,7,0,0,0,1
"65",1,"1988.TV",1,1,0,1,2,1,0,0,1,75,5625,0,13,3,4,0,15,15,4,3,2,2,2,0.335147142410278,2,2,1,1,0.00640357658267021,1119,11,1,4,0,0,2,1,0,1,0,0,0,2
"66",1,"1988.TV",NA,NA,NA,2,3,0,1,0,1,80,6400,0,7,0,NA,4,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,NA,1,0,0,9,NA,NA,1,NA
"67",1,"1988.TV",1,1,0,2,3,1,0,0,1,36,1296,0,16,5,14,2,13,9,NA,1,1,0,2,-0.697530686855316,3,3,1,1,0.381806880235672,1206,28,1,3,0,0,2,1,0,7,0,0,0,2
"68",1,"1988.TV",1,1,0,2,1,1,0,0,0,40,1600,0,14,3,5,2,0,0,4,4,4,3,4,1.56179344654083,3,1,1,0,-0.413989096879959,1117,9,0,4,0,0,2,1,0,4,0,0,0,1
"69",1,"1988.TV",1,1,0,0,3,1,0,0,1,73,5329,1,9,1,5,4,15,15,NA,3,0,0,0,-0.860149264335632,0,0,1,1,-0.744402945041656,1123,15,0,4,1,0,2,1,0,1,0,0,0,1
"70",1,"1988.TV",1,1,0,2,3,1,0,0,0,41,1681,1,12,2,16,4,15,13,4,3,1,1,3,0.163276746869087,1,1,1,1,-0.368999660015106,1121,13,1,4,0,0,2,1,0,2,0,0,0,2
"71",1,"1988.TV",0,0,0,0,2,1,0,0,1,83,6889,0,12,2,1,1,15,15,4,1,0,1,1,-0.905032992362976,1,1,2,1,-0.0194342695176601,1109,1,1,4,0,0,2,0,0,1,0,0,0,1
"72",1,"1988.TV",1,1,0,1,3,1,0,0,0,50,2500,1,9,1,13,0,15,8,NA,4,0,3,2,0.377270132303238,0,0,0,0,-1.49318647384644,1111,3,0,4,0,0,2,1,0,3,0,0,0,2
"73",1,"1988.TV",1,1,0,1,2,1,0,0,0,68,4624,1,14,3,14,3,15,15,NA,3,1,1,2,-0.0496121682226658,1,0,1,1,-0.56728857755661,1115,7,0,4,0,0,2,1,0,2,0,0,0,2
"74",1,"1988.TV",0,0,0,0,1,1,0,0,1,58,3364,1,8,0,17,0,10,10,4,3,0,0,2,-0.434371441602707,0,4,0,1,-0.300812661647797,1111,3,1,4,0,0,2,1,0,1,0,0,0,1
"75",1,"1988.TV",1,1,0,2,3,1,0,0,1,81,6561,0,12,2,15,4,15,15,4,3,2,2,3,0.54803603887558,0,3,0,1,-0.499101579189301,1119,11,1,4,0,0,2,1,0,4,1,0,0,1
"76",1,"1988.TV",1,1,0,0,0,1,0,0,1,50,2500,0,12,2,9,0,15,13,4,3,3,3,1,0.507017493247986,0,1,0,1,-0.895679473876953,1113,5,1,4,0,0,2,1,0,1,0,0,0,1
"77",1,"1988.TV",1,1,0,1,1,1,0,0,0,34,1156,1,13,3,16,4,0,1,4,3,3,3,2,0.719906389713287,4,1,1,2,0.561561465263367,1127,19,0,4,0,0,2,1,0,6,0,0,0,2
"78",1,"1988.TV",0,NA,NA,1,3,1,0,0,1,43,1849,1,12,2,20,0,8,7,NA,1,2,3,1,-0.135514423251152,1,0,0,0,-1.31607210636139,1110,2,0,3,0,0,1,1,0,1,0,0,0,1
"79",1,"1988.TV",NA,NA,NA,0,2,1,0,0,1,59,3481,0,11,1,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,NA,2,1,0,9,NA,NA,0,NA
"80",1,"1988.TV",1,1,0,0,3,1,0,0,0,57,3249,1,10,1,1,0,8,3,4,2,4,4,2,0.87824285030365,1,0,0,0,-1.31607210636139,1111,3,0,4,0,0,2,1,0,2,0,0,0,1
"81",1,"1988.TV",NA,NA,NA,1,3,1,0,0,1,25,625,0,12,2,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,NA,2,1,0,3,NA,NA,0,NA
"82",1,"1988.TV",NA,NA,NA,2,1,0,1,0,0,28,784,0,12,2,6,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,2,1,0,4,1,0,0,NA
"83",1,"1988.TV",0,0,0,1,1,1,0,0,1,24,576,0,12,2,4,NA,15,1,4,2,3,3,2,0.493483632802963,1,1,2,1,-0.0194342695176601,1109,1,1,4,0,0,2,1,0,2,0,0,0,1
"84",1,"1988.TV",0,0,0,1,3,1,0,0,1,59,3481,0,10,1,1,2,15,4,4,3,1,1,1,-0.262501090764999,4,1,2,1,0.511908769607544,1109,1,1,3,1,0,2,1,0,1,0,0,0,2
"85",1,"1988.TV",1,1,0,1,0,1,0,0,0,48,2304,0,16,5,17,1,5,5,4,3,2,3,2,0.530220031738281,4,4,1,1,0.7572101354599,1122,14,1,4,0,0,2,1,0,4,0,0,0,2
"86",1,"1988.TV",1,1,0,1,2,0,0,1,1,41,1681,1,17,5,21,3,8,8,4,1,1,3,2,-0.112311854958534,2,1,1,1,-0.191885337233543,1207,29,0,3,0,0,2,1,0,5,0,0,0,1
"87",1,"1988.TV",1,1,0,2,2,1,0,0,0,57,3249,1,12,2,22,1,15,15,NA,3,3,3,2,0.719906389713287,4,3,2,2,1.30770468711853,1117,9,1,4,0,0,2,1,0,2,0,0,0,2
"88",1,"1988.TV",NA,NA,NA,2,3,1,0,0,1,24,576,1,16,5,15,4,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,2,1,1,11,0,1,0,NA
"89",1,"1988.TV",1,1,0,1,2,1,0,0,0,54,2916,1,12,2,17,1,15,15,4,3,2,1,3,0.352963089942932,3,1,1,1,-0.0147709958255291,1114,6,0,4,0,0,2,1,0,3,0,0,0,2
"90",1,"1988.TV",1,1,0,1,3,1,0,0,0,40,1600,1,12,2,19,4,11,10,NA,3,1,3,2,0.340533703565598,3,3,1,2,0.781024992465973,1118,10,0,4,0,0,2,1,0,4,0,0,0,1
"91",1,"1988.TV",NA,NA,NA,0,3,1,0,0,1,52,2704,1,2,0,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,2,1,0,3,1,0,0,NA
"92",1,"1988.TV",1,1,0,2,3,1,0,0,0,39,1521,1,16,5,19,4,0,0,4,3,3,3,3,0.932795345783234,1,3,1,1,0.0275781564414501,1204,26,1,4,0,0,2,1,0,4,0,1,0,2
"93",1,"1988.TV",0,0,0,0,2,0,1,0,0,60,3600,1,12,2,16,2,15,4,4,0,0,0,0,-1.53941762447357,0,0,0,0,-1.49318647384644,1117,9,1,4,0,0,2,1,0,5,0,0,0,0
"94",1,"1988.TV",0,0,0,0,1,1,0,0,0,35,1225,0,13,3,NA,0,6,6,4,1,0,0,1,-1.10010588169098,0,0,1,1,-0.744402945041656,1214,36,0,2,0,NA,1,0,0,15,NA,NA,1,NA
"95",1,"1988.TV",0,0,0,1,1,1,0,0,1,24,576,0,12,2,14,3,2,2,4,3,0,0,2,-0.434371441602707,4,2,0,1,0.0110668577253819,1207,29,1,3,1,0,2,1,0,4,0,0,0,2
"96",1,"1988.TV",1,1,0,0,2,1,0,0,1,33,1089,1,12,2,11,1,8,8,4,2,1,1,2,-0.2760349214077,4,1,1,0,-0.236874759197235,1125,17,0,4,0,0,2,1,0,5,0,1,0,2
"97",1,"1988.TV",0,0,0,1,1,1,0,0,1,80,6400,0,8,0,NA,4,15,15,4,3,1,0,0,-0.670462906360626,3,1,2,0,-0.0644236877560616,1110,2,1,4,1,0,2,0,0,1,0,0,1,2
"98",1,"1988.TV",1,1,0,1,3,1,0,0,0,34,1156,1,12,2,20,1,7,7,4,3,2,2,3,0.54803603887558,0,2,1,1,-0.347825080156326,1218,40,0,4,0,0,2,1,0,21,0,2,0,1
"99",1,"1988.TV",NA,NA,NA,1,1,0,1,0,1,31,961,0,12,2,11,2,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,2,1,0,22,0,0,0,NA
"100",1,"1988.TV",1,1,0,1,2,1,0,0,0,67,4489,1,9,1,16,4,15,15,4,3,0,0,3,-0.221482530236244,0,0,1,0,-1.14362108707428,1127,19,1,4,0,0,2,1,0,5,0,0,0,2
"101",1,"1988.TV",0,0,0,0,2,1,0,0,1,23,529,0,12,2,7,1,2,0,4,2,1,1,1,-0.488923847675323,3,1,1,0,-0.413989096879959,1109,1,1,4,0,0,2,1,0,1,0,0,0,1
"102",1,"1988.TV",1,1,0,1,1,1,0,0,1,41,1681,1,15,4,20,3,11,11,NA,3,1,3,2,0.340533703565598,4,4,2,1,1.10677552223206,1118,10,1,4,0,0,2,1,0,3,0,0,0,2
"103",1,"1988.TV",1,1,0,2,3,1,0,0,1,56,3136,1,10,1,20,4,15,15,NA,2,3,1,2,0.103337749838829,1,3,2,1,0.37714359164238,1121,13,0,4,0,0,2,1,0,3,0,0,0,2
"104",1,"1988.TV",1,1,0,1,1,1,0,0,0,37,1369,1,17,5,20,1,15,5,4,4,1,2,1,0.158994629979134,4,3,2,1,0.908486604690552,1122,14,1,4,0,0,2,1,0,3,0,0,0,2
"105",1,"1988.TV",1,1,0,1,0,0,1,0,0,43,1849,1,17,6,20,4,15,8,NA,3,3,3,2,0.719906389713287,3,3,1,1,0.381806880235672,1226,48,1,4,0,0,2,1,0,18,0,0,0,1
"106",1,"1988.TV",NA,NA,NA,1,1,1,0,0,1,29,841,1,16,5,14,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,0,2,1,0,15,0,2,0,NA
"107",1,"1988.TV",1,1,0,2,2,1,0,0,0,48,2304,1,16,5,22,2,12,12,NA,3,1,3,3,0.553422629833221,1,1,2,1,-0.0194342695176601,1112,4,1,4,0,0,2,1,0,1,0,0,0,1
"108",1,"1988.TV",1,1,0,1,1,1,0,0,0,50,2500,1,16,5,21,3,11,1,NA,3,3,3,2,0.719906389713287,1,0,0,0,-1.31607210636139,1114,6,1,4,0,NA,2,1,0,3,NA,NA,0,1
"109",1,"1988.TV",0,0,0,0,1,1,0,0,0,51,2601,0,16,5,16,0,15,10,NA,3,2,1,1,-0.0728147253394127,3,3,2,1,0.73137229681015,1118,10,1,4,0,0,2,1,0,2,0,0,0,1
"110",1,"1988.TV",1,1,0,2,2,1,0,0,0,35,1225,1,14,4,19,2,15,11,4,3,3,3,3,0.932795345783234,1,0,0,0,-1.31607210636139,1202,24,1,4,0,0,2,1,0,7,0,0,0,1
"111",1,"1988.TV",1,1,0,2,1,1,0,0,0,74,5476,1,14,3,7,4,15,15,NA,4,2,3,3,0.969531774520874,1,1,1,1,-0.368999660015106,1111,3,0,4,0,0,2,1,0,1,0,0,0,1
"112",1,"1988.TV",1,1,0,0,1,1,0,0,1,49,2401,0,12,2,0,1,15,15,4,3,0,3,3,0.363736271858215,1,4,0,0,-0.522916436195374,1122,14,0,3,1,0,1,1,0,1,0,0,0,2
"113",1,"1988.TV",0,0,0,0,2,1,0,0,1,62,3844,0,0,0,1,1,15,15,4,2,1,2,2,-0.0809620022773743,0,0,1,0,-1.14362108707428,1129,21,1,4,0,0,2,1,0,1,0,0,0,1
"114",1,"1988.TV",1,1,0,1,3,1,0,0,0,27,729,1,16,5,17,1,15,3,4,3,2,4,2,0.725292980670929,4,3,2,1,0.908486604690552,1205,27,1,4,0,0,2,1,0,18,0,2,0,2
"115",1,"1988.TV",1,1,0,1,3,1,0,0,1,67,4489,0,12,2,3,3,15,15,NA,3,0,0,0,-0.860149264335632,4,3,1,1,0.558921217918396,1119,11,1,4,0,0,2,1,0,4,0,0,0,2
"116",1,"1988.TV",1,1,0,1,0,1,0,0,1,42,1764,1,12,2,19,1,15,12,NA,1,0,0,0,-1.31299483776093,3,3,2,2,1.13059043884277,1110,2,1,4,0,0,1,1,0,1,0,0,0,3
"117",1,"1988.TV",1,1,0,1,1,1,0,0,0,47,2209,1,12,2,16,1,15,15,4,3,NA,2,1,NA,4,4,1,1,0.7572101354599,1110,2,0,4,0,0,1,1,0,2,0,0,0,2
"118",1,"1988.TV",0,0,0,1,2,1,0,0,1,61,3721,1,10,1,16,0,15,15,4,1,1,1,0,-0.928235530853271,3,2,1,1,0.183517917990685,1208,30,0,4,0,0,2,1,0,6,0,1,0,1
"119",1,"1988.TV",1,0,1,2,0,1,0,0,0,74,5476,1,15,5,8,4,15,15,NA,3,3,3,4,1.14568424224854,0,1,1,1,-0.546114027500153,1121,13,1,4,0,0,2,1,0,4,0,1,0,1
"120",1,"1988.TV",1,1,0,1,1,1,0,0,0,40,1600,0,16,5,15,4,0,1,4,3,3,4,3,1.12786817550659,1,1,1,1,-0.368999660015106,1114,6,1,4,0,0,2,1,0,2,0,0,0,1
