obs,link,w1_type,n_w,n_x,n_z,fd1,fd2,true1,true2,max_lik
full observability,cauchit,continuous,3,1,3,-0.00418495142215591,0.0538661391409127,-0.00165213158905497,0.0685385726864356,NA
partial observability,cauchit,continuous,3,1,3,-0.00352262542465132,0.0540421935727421,-0.00165213158905497,0.0685385726864356,-730649775816.577
full observability,logit,continuous,1,1,1,-0.220043244741122,0.22701266098326,-0.22001405227742,0.227034821046563,NA
partial observability,logit,continuous,1,1,1,-0.220057049074975,0.227014118585653,-0.22001405227742,0.227034821046563,-2915391115.42647
full observability,probit,continuous,1,1,1,-0.219677367496111,0.227024192259531,-0.217226696374921,0.223696024897169,NA
partial observability,probit,continuous,1,1,1,-0.209868774358382,0.227495327955137,-0.217226696374921,0.223696024897169,-2916343530.4471
full observability,cloglog,continuous,1,1,1,-0.212738241571534,0.223328537060209,-0.213948912177969,0.21754383985635,NA
partial observability,cloglog,continuous,1,1,1,-0.123052559114788,0.167664234437002,-0.213948912177969,0.21754383985635,-2925765975.85799
full observability,cauchit,continuous,1,1,1,-0.213414086990503,0.225917950422732,-0.220439556401777,0.247897630589348,NA
partial observability,cauchit,continuous,1,1,1,-0.247403382813273,0.214389104783245,-0.220439556401777,0.247897630589348,-2910143266.6374
full observability,logit,binary,1,5,1,0.243182897442892,0.07918580527161,0.243182615281931,0.0791866570861158,NA
partial observability,logit,binary,1,5,1,0.243171045286343,0.0792038329558124,0.243182615281931,0.0791866570861158,-421816296571.525
full observability,probit,binary,1,5,1,0.242654231693855,0.0791552866066438,0.241550170121359,0.0790313894467422,NA
partial observability,probit,binary,1,5,1,0.264403190269174,0.076489999204382,0.241550170121359,0.0790313894467422,-422056988584.361
full observability,cloglog,binary,1,5,1,0.239258542331379,0.0790102043401389,0.22534921603381,0.0780437067348295,NA
partial observability,cloglog,binary,1,5,1,0.181205063373413,0.0638262384140736,0.22534921603381,0.0780437067348295,-422180148703.385
full observability,cauchit,binary,1,5,1,0.234681182248635,0.0781194672712052,0.230586507251806,0.0775729285139054,NA
partial observability,cauchit,binary,1,5,1,0.168450134758932,0.0302012135798631,0.230586507251806,0.0775729285139054,-426678542163.894
full observability,logit,continuous,1,3,2,-0.0122511849854852,-0.228803602865911,-0.0122510659738041,-0.228805275708385,NA
partial observability,logit,continuous,1,3,2,-0.0122334098777977,-0.229144688292081,-0.0122510659738041,-0.228805275708385,-26758133837.0967
full observability,probit,continuous,1,3,2,-0.0121650059077272,-0.22879087886188,-0.0136246595335876,-0.228827386246075,NA
partial observability,probit,continuous,1,3,2,-0.039827940589375,-0.0772505049128742,-0.0136246595335876,-0.228827386246075,-26777961237.156
full observability,cloglog,continuous,1,3,2,-0.0122450047923991,-0.228130907768024,-0.0119583336898909,-0.228164713452611,NA
partial observability,cloglog,continuous,1,3,2,-0.0146398446498778,-0.129807837787776,-0.0119583336898909,-0.228164713452611,-26755073499.727
full observability,cauchit,continuous,1,3,2,-0.00888388229112107,-0.228183351417788,-0.00298920462896851,-0.22799684944867,NA
partial observability,cauchit,continuous,1,3,2,-0.0112803087726904,-0.104876940651581,-0.00298920462896851,-0.22799684944867,-27065908505.0475
full observability,logit,continuous,2,3,1,-0.0591495765135751,-0.107458866104395,-0.0591477778530514,-0.107460644466038,NA
partial observability,logit,continuous,2,3,1,-0.0591108316256731,-0.107464485545449,-0.0591477778530514,-0.107460644466038,-52183672124.782
full observability,probit,continuous,2,3,1,-0.0590664276058455,-0.106822198564488,-0.057464034010581,-0.111299146894815,NA
partial observability,probit,continuous,2,3,1,-0.0216887885434375,-0.116897366801515,-0.057464034010581,-0.111299146894815,-52199391081.2133
full observability,cloglog,continuous,2,3,1,-0.0572720756927959,-0.107285470399088,-0.05388486191291,-0.103639713875557,NA
partial observability,cloglog,continuous,2,3,1,-0.0820126755260245,-0.121213692192465,-0.05388486191291,-0.103639713875557,-52298924351.4057
full observability,cauchit,continuous,2,3,1,-0.0575523942602371,-0.0929142363773962,-0.0674117268733713,-0.055796268227564,NA
partial observability,cauchit,continuous,2,3,1,-0.242154287627957,0.0742841459188171,-0.0674117268733713,-0.055796268227564,-52844081357.232
full observability,logit,continuous,1,0,2,-0.180307964693948,0.195383979353231,-0.180287473384389,0.195397218296652,NA
partial observability,logit,continuous,1,0,2,-0.180567594297768,0.195267756540245,-0.180287473384389,0.195397218296652,-2336459129.06465
full observability,probit,continuous,1,0,2,-0.180257422173322,0.195315176813338,-0.180354254396869,0.195062176816832,NA
partial observability,probit,continuous,1,0,2,-0.176002883415815,0.212498543568575,-0.180354254396869,0.195062176816832,-2336441059.4066
full observability,cloglog,continuous,1,0,2,-0.180111640328274,0.19485485888979,-0.180230857269127,0.193827553361532,NA
partial observability,cloglog,continuous,1,0,2,-0.153012027318124,0.116768273541925,-0.180230857269127,0.193827553361532,-2337034044.80428
full observability,cauchit,continuous,1,0,2,-0.180246065624086,0.194051227779034,-0.179838265132044,0.195006090096091,NA
partial observability,cauchit,continuous,1,0,2,-0.116254198161543,0.0515661977161451,-0.179838265132044,0.195006090096091,-2338395467.90912
full observability,logit,continuous,1,0,1,-0.0311334587041436,-0.106661270680391,-0.031119734275479,-0.106621043095587,NA
partial observability,logit,continuous,1,0,1,-0.031079053830774,-0.102448195056835,-0.031119734275479,-0.106621043095587,-79222457.0597552
full observability,probit,continuous,1,0,1,-0.0310818472797613,-0.106466803312078,-0.0308541811950192,-0.106539634280547,NA
partial observability,probit,continuous,1,0,1,-0.0339712892219285,-0.36762485727441,-0.0308541811950192,-0.106539634280547,-79273317.7614984
full observability,cloglog,continuous,1,0,1,-0.0311438798373666,-0.105758197115757,-0.0311636117855888,-0.105986586331105,NA
partial observability,cloglog,continuous,1,0,1,-0.0315756478234211,-0.0695260683493011,-0.0311636117855888,-0.105986586331105,-79266891.2921766
full observability,cauchit,continuous,1,0,1,-0.0284864645623787,-0.100033222513168,-0.0302461680178651,-0.0988399752576401,NA
partial observability,cauchit,continuous,1,0,1,-0.0279826066046103,-3.43043236616936e-06,-0.0302461680178651,-0.0988399752576401,-79501945.9466431
full observability,logit,continuous,1,1,3,-0.00664464300039125,0.0473598975127972,-0.00664421292530681,0.0473597672441795,NA
partial observability,logit,continuous,1,1,3,-0.00664237901179165,0.0473547552297805,-0.00664421292530681,0.0473597672441795,-134455707172.723
full observability,probit,continuous,1,1,3,-0.0066140366870876,0.0471405935934872,-0.00682279553831566,0.0492357556880284,NA
partial observability,probit,continuous,1,1,3,-0.0042503568828467,0.0451497851986907,-0.00682279553831566,0.0492357556880284,-134508453875.235
full observability,cloglog,continuous,1,1,3,-0.00653052047873159,0.0465279507642413,-0.0069274419207076,0.050241039293523,NA
partial observability,cloglog,continuous,1,1,3,-0.00133276571866248,0.0417504170950165,-0.0069274419207076,0.050241039293523,-134575072960.138
full observability,cauchit,continuous,1,1,3,-0.00579230411674081,0.0387300662309018,-0.00408544775055875,0.0271519944675186,NA
partial observability,cauchit,continuous,1,1,3,-0.00588922968266425,0.0284547484259845,-0.00408544775055875,0.0271519944675186,-135007433978.493
full observability,logit,continuous,2,3,0,0.116789330833667,0.0596755390464745,0.116785243151258,0.0596780627512315,NA
partial observability,logit,continuous,2,3,0,0.116818374807869,0.0596667567677507,0.116785243151258,0.0596780627512315,-33183277499.2836
full observability,probit,continuous,2,3,0,0.116560715258824,0.0596105035425574,0.113530695889169,0.0598900400903629,NA
partial observability,probit,continuous,2,3,0,0.117090564239131,0.0595202478302955,0.113530695889169,0.0598900400903629,-33186903609.1224
full observability,cloglog,continuous,2,3,0,0.112852090763838,0.0596362400274184,0.105009489014394,0.0591733298380271,NA
partial observability,cloglog,continuous,2,3,0,0.0880907804373249,0.071998550340499,0.105009489014394,0.0591733298380271,-33231299258.3528
full observability,cauchit,continuous,2,3,0,0.113062435575915,0.0574145600741409,0.129412608655424,0.0535140362315655,NA
partial observability,cauchit,continuous,2,3,0,0.126868200886068,0.0446623100160915,0.129412608655424,0.0535140362315655,-33391277437.2962
full observability,logit,binary,1,0,3,-0.231139966,-0.259711623258381,-0.231129974544198,-0.259715501731991,NA
partial observability,logit,binary,1,0,3,-0.23188255209312,-0.259500195845463,-0.231129974544198,-0.259715501731991,-5560445651.28501
full observability,probit,binary,1,0,3,-0.2311214106,-0.259609144998656,-0.2311373448,-0.258784748927442,NA
partial observability,probit,binary,1,0,3,-0.19385617678472,-0.284814558255214,-0.2311373448,-0.258784748927442,-5561795660.42719
full observability,cloglog,binary,1,0,3,-0.2311412158,-0.258755148305767,-0.2311373448,-0.254840048115673,NA
partial observability,cloglog,binary,1,0,3,-0.452976446036326,-0.150813870997486,-0.2311373448,-0.254840048115673,-5560570330.74064
full observability,cauchit,binary,1,0,3,-0.2311335518,-0.256938639383071,-0.231137344800001,-0.259481979906508,NA
partial observability,cauchit,binary,1,0,3,-0.587914143372142,-0.048576918783271,-0.231137344800001,-0.259481979906508,-5572491162.81318
full observability,logit,continuous,2,1,4,0.00466478227760503,0.0172722004703535,0.00466527480570389,0.0172724973871863,NA
partial observability,logit,continuous,2,1,4,0.00461900348497601,0.017270721341237,0.00466527480570389,0.0172724973871863,-140024403221.238
full observability,probit,continuous,2,1,4,0.00464287342950875,0.0171848464972631,0.00496643095789628,0.018626950439259,NA
partial observability,probit,continuous,2,1,4,0.0213308752581212,0.0751550317438787,0.00496643095789628,0.018626950439259,-140102306165.994
full observability,cloglog,continuous,2,1,4,0.00458946600815791,0.0172706171495238,0.00514044182933659,0.0170697078838017,NA
partial observability,cloglog,continuous,2,1,4,2.89809709652644e-06,0.0171807562437764,0.00514044182933659,0.0170697078838017,-140022913822.707
full observability,cauchit,continuous,2,1,4,0.00411524124266205,0.0117739175489227,0.00176421504396806,0.00648080654679273,NA
partial observability,cauchit,continuous,2,1,4,-3.01231372001887e-06,0.0456259607418999,0.00176421504396806,0.00648080654679273,-144883173365.048
full observability,logit,binary,2,1,2,-0.00086022254150081,0.163503806396839,-0.000860025659737917,0.163493899778278,NA
partial observability,logit,binary,2,1,2,-0.00084372054499593,0.163483260935073,-0.000860025659737917,0.163493899778278,-8644972069.09775
full observability,probit,binary,2,1,2,-0.000851426906275765,0.163289466023958,-0.000832772210635158,0.159031570246479,NA
partial observability,probit,binary,2,1,2,0.00118774388770554,0.165245199845137,-0.000832772210635158,0.159031570246479,-8652920894.05946
full observability,cloglog,binary,2,1,2,-0.000836611221673111,0.158496906353774,-0.00075978116291997,0.150055505982076,NA
partial observability,cloglog,binary,2,1,2,-3.30197440501223e-08,0.0867088093637458,-0.00075978116291997,0.150055505982076,-8632451326.73098
full observability,cauchit,binary,2,1,2,-0.000823839012173089,0.159384586567433,-0.000922075904362218,0.185656139522182,NA
partial observability,cauchit,binary,2,1,2,-0.00849981412585044,0.130261166080613,-0.000922075904362218,0.185656139522182,-8682981687.11381
full observability,logit,binary,2,1,0,0.144567004099417,-0.0321371253035115,0.144572924659171,-0.0321494038058532,NA
partial observability,logit,binary,2,1,0,0.143265957361889,-0.031673921131445,0.144572924659171,-0.0321494038058532,-670571281.085663
full observability,probit,binary,2,1,0,0.144454183025088,-0.0321504145949267,0.144566640288242,-0.0321479126461587,NA
partial observability,probit,binary,2,1,0,0.140146793477326,-0.0338515719222183,0.144566640288242,-0.0321479126461587,-670571241.80727
full observability,cloglog,binary,2,1,0,0.14332262668346,-0.0321498547921641,0.144486700594028,-0.0321469948037114,NA
partial observability,cloglog,binary,2,1,0,0.122884413451761,-0.03952430752944,0.144486700594028,-0.0321469948037114,-670742764.484326
full observability,cauchit,binary,2,1,0,0.140870879382216,-0.0321708832110536,0.135719138053241,-0.0321376228551308,NA
partial observability,cauchit,binary,2,1,0,0.0756100319014001,-0.0142575092469545,0.135719138053241,-0.0321376228551308,-670266599.542475
full observability,logit,continuous,1,1,3,-0.0390861909779413,0.0217313607613991,-0.0390831127577497,0.0217405242714921,NA
partial observability,logit,continuous,1,1,3,-0.0390962208950559,0.0218360192861471,-0.0390831127577497,0.0217405242714921,-4644484845.16571
full observability,probit,continuous,1,1,3,-0.03904970726164,0.0217130483974763,-0.0392498333856096,0.0213837691247497,NA
partial observability,probit,continuous,1,1,3,-0.0382684868456907,0.0240013056345753,-0.0392498333856096,0.0213837691247497,-4644597521.15076
full observability,cloglog,continuous,1,1,3,-0.0390825832638614,0.0213757444029431,-0.0388830817927836,0.0205751727869833,NA
partial observability,cloglog,continuous,1,1,3,-0.0516429987538407,0.0099312576637739,-0.0388830817927836,0.0205751727869833,-4645699762.30394
full observability,cauchit,continuous,1,1,3,-0.0377517680033496,0.0214094067028923,-0.0351509974814018,0.0232983947217165,NA
partial observability,cauchit,continuous,1,1,3,-0.0370714042651864,-0.0022087896782691,-0.0351509974814018,0.0232983947217165,-4653178709.24877
full observability,logit,continuous,1,2,1,0.0201287688635895,0.00917300718925245,0.0201310583942782,0.00916964528033015,NA
partial observability,logit,continuous,1,2,1,0.0205319545768592,0.00916828625503311,0.0201310583942782,0.00916964528033015,-1844273529.42157
full observability,probit,continuous,1,2,1,0.0201078287987112,0.0091506665035299,0.0202704536865101,0.00944315784834408,NA
partial observability,probit,continuous,1,2,1,0.00446171765180189,0.074414720785916,0.0202704536865101,0.00944315784834408,-1844500057.13637
full observability,cloglog,continuous,1,2,1,0.020038781567172,0.00917153493195313,0.0203188338130458,0.00914995582103142,NA
partial observability,cloglog,continuous,1,2,1,0.0141013540434783,0.00924149954729838,0.0203188338130458,0.00914995582103142,-1844344871.19565
full observability,cauchit,continuous,1,2,1,0.0188742137149494,0.00792992948095362,0.0170881918100363,0.00552055273910751,NA
partial observability,cauchit,continuous,1,2,1,0.108359538379468,-0.180794226961256,0.0170881918100363,0.00552055273910751,-1852438393.46264
full observability,logit,binary,1,1,2,-0.0821044353969939,0.264758771398681,-0.0820959734037062,0.26475257535475,NA
partial observability,logit,binary,1,1,2,-0.0819847874642483,0.264785665612191,-0.0820959734037062,0.26475257535475,-2181885172.56996
full observability,probit,binary,1,1,2,-0.0821023200302486,0.26475291839219,-0.0809693358578305,0.263776461550446,NA
partial observability,probit,binary,1,1,2,-0.0798672582549897,0.26887926752091,-0.0809693358578305,0.263776461550446,-2181969050.72314
full observability,cloglog,binary,1,1,2,-0.0807352345806724,0.263838855462237,-0.0794636440766618,0.261818204067099,NA
partial observability,cloglog,binary,1,1,2,-0.0301489786341961,0.174895173241595,-0.0794636440766618,0.261818204067099,-2184273615.59662
full observability,cauchit,binary,1,1,2,-0.0814112152873353,0.264410519935228,-0.0884674034924767,0.270740451590576,NA
partial observability,cauchit,binary,1,1,2,-0.0893072835957195,0.233208335192952,-0.0884674034924767,0.270740451590576,-2181899066.45057
full observability,logit,continuous,1,2,0,0.0575896563866548,-0.0315775526392919,0.0575577574382982,-0.0315988057133204,NA
partial observability,logit,continuous,1,2,0,0.0575318674519921,-0.0315157449926049,0.0575577574382982,-0.0315988057133204,-1340680840.15455
full observability,probit,continuous,1,2,0,0.0574391005269143,-0.0315519490878857,0.057059007783381,-0.0315699851794944,NA
partial observability,probit,continuous,1,2,0,0.0554659769630781,-0.0323981072864545,0.057059007783381,-0.0315699851794944,-1340761713.66614
full observability,cloglog,continuous,1,2,0,0.0564922112785682,-0.0315423850593919,0.056548641532814,-0.0315607669230386,NA
partial observability,cloglog,continuous,1,2,0,0.0333338319044262,-0.0107982609579831,0.056548641532814,-0.0315607669230386,-1341518510.08783
full observability,cauchit,continuous,1,2,0,0.0564518825733162,-0.0315121768003649,0.0574932296932965,-0.0315472530395728,NA
partial observability,cauchit,continuous,1,2,0,0.0618277347121836,-0.0251841178484893,0.0574932296932965,-0.0315472530395728,-1341201068.93608
full observability,logit,binary,1,3,0,0.0698135015529576,0.1474435842,0.0698087375559411,0.147444353204913,NA
partial observability,logit,binary,1,3,0,0.0698891811122327,0.147455330753732,0.0698087375559411,0.147444353204913,-3415803078.15181
full observability,probit,binary,1,3,0,0.0693004163527793,0.1474452014,0.0796291371430075,0.1474420988,NA
partial observability,probit,binary,1,3,0,0.0718851038337247,0.149317596204493,0.0796291371430075,0.1474420988,-3415385593.81877
full observability,cloglog,binary,1,3,0,0.0667428966629217,0.147439416,0.0878384893737818,0.1474420988,NA
partial observability,cloglog,binary,1,3,0,0.0682218363605167,0.152029200257097,0.0878384893737818,0.1474420988,-3414778317.99755
full observability,cauchit,binary,1,3,0,0.060662651692184,0.1474257646,0.0142428339444152,0.1474420988,NA
partial observability,cauchit,binary,1,3,0,0.0273935402849564,0.141596418789222,0.0142428339444152,0.1474420988,-3409955448.42329
full observability,logit,binary,2,1,0,0.266829517285732,0.038193285477675,0.266823994284132,0.0381795876663265,NA
partial observability,logit,binary,2,1,0,0.26650991432124,0.0386088354030859,0.266823994284132,0.0381795876663265,-511330711.359823
full observability,probit,binary,2,1,0,0.266761752770693,0.0381699085709234,0.266538837667123,0.0383833272326101,NA
partial observability,probit,binary,2,1,0,0.271207826817287,0.00164195787039312,0.266538837667123,0.0383833272326101,-511326307.691551
full observability,cloglog,binary,2,1,0,0.266126002818464,0.0380723064101188,0.266201507924312,0.0384830061282094,NA
partial observability,cloglog,binary,2,1,0,0.15993452206914,0.197486552316778,0.266201507924312,0.0384830061282094,-511498538.007971
full observability,cauchit,binary,2,1,0,0.265881364248606,0.0374678716925053,0.266680970382706,0.0353427501726484,NA
partial observability,cauchit,binary,2,1,0,0.381557469937544,-0.135786791234485,0.266680970382706,0.0353427501726484,-511960767.281409
full observability,logit,continuous,1,2,3,-0.045990633681275,0.177708157500305,-0.0459935973512255,0.177713512651721,NA
partial observability,logit,continuous,1,2,3,-0.045994378951389,0.177716221099331,-0.0459935973512255,0.177713512651721,-19138666521.5456
full observability,probit,continuous,1,2,3,-0.0458201652962015,0.17668822683055,-0.0471620623842208,0.17667331118406,NA
partial observability,probit,continuous,1,2,3,-0.0386554586646345,0.168270793928987,-0.0471620623842208,0.17667331118406,-19166721227.617
full observability,cloglog,continuous,1,2,3,-0.0451680095351281,0.173388808045008,-0.0478405452360918,0.173397901962683,NA
partial observability,cloglog,continuous,1,2,3,-0.0287788132732796,0.154686937547176,-0.0478405452360918,0.173397901962683,-19198537198.4323
full observability,cauchit,continuous,1,2,3,-0.0398515950578217,0.157144340787591,-0.0286880967673124,0.156801738362351,NA
partial observability,cauchit,continuous,1,2,3,-0.0505378861307964,0.178293458942122,-0.0286880967673124,0.156801738362351,-19194389392.7683
full observability,logit,continuous,1,1,1,-0.37296896690457,-0.289729030530879,-0.372970552695196,-0.289745056172417,NA
partial observability,logit,continuous,1,1,1,-0.372976827088691,-0.2897770569138,-0.372970552695196,-0.289745056172417,-3947649025.87166
full observability,probit,continuous,1,1,1,-0.37289534811883,-0.288687148436463,-0.371006313710968,-0.290465522290453,NA
partial observability,probit,continuous,1,1,1,-0.364382521000008,-0.33419038596885,-0.371006313710968,-0.290465522290453,-3955438303.19272
full observability,cloglog,continuous,1,1,1,-0.368062596139086,-0.288647513992797,-0.365552417338381,-0.284212692705378,NA
partial observability,cloglog,continuous,1,1,1,-0.195738442822203,-0.295483463223542,-0.365552417338381,-0.284212692705378,-3938471836.41882
full observability,cauchit,continuous,1,1,1,-0.370296183102576,-0.268482376921799,-0.379912851997664,-0.254911279033405,NA
partial observability,cauchit,continuous,1,1,1,-0.413535789692964,0.114126390727969,-0.379912851997664,-0.254911279033405,-3995320604.48897
full observability,logit,binary,3,2,4,-0.0175105012400976,-0.054468445336295,-0.0175105800428234,-0.05446829692907,NA
partial observability,logit,binary,3,2,4,-0.0175112495633889,-0.0544677445234204,-0.0175105800428234,-0.05446829692907,-2052976919871.44
full observability,probit,binary,3,2,4,-0.0174252897461007,-0.0542871376496368,-0.0189395854411208,-0.0600177069494988,NA
partial observability,probit,binary,3,2,4,-0.014575846167055,-0.0570735984345124,-0.0189395854411208,-0.0600177069494988,-2062455957859.01
full observability,cloglog,binary,3,2,4,-0.0172013634320879,-0.0526205295474761,-0.0198686690677137,-0.065591242157738,NA
partial observability,cloglog,binary,3,2,4,-0.0119990048905551,-0.057219686288121,-0.0198686690677137,-0.065591242157738,-2089120266690.91
full observability,cauchit,binary,3,2,4,-0.0136594712330649,-0.0522975877622446,-0.0082441266612312,-0.0284562521745816,NA
partial observability,cauchit,binary,3,2,4,-0.0177192445239299,-0.0271178820527687,-0.0082441266612312,-0.0284562521745816,-2149049713972.05
full observability,logit,continuous,1,2,1,-0.0114931552094182,0.00103433907739936,-0.0114897319397873,0.00103519422181741,NA
partial observability,logit,continuous,1,2,1,-0.0114898784821716,0.0010363672642677,-0.0114897319397873,0.00103519422181741,-3352888762.31589
full observability,probit,continuous,1,2,1,-0.0114372755907576,0.00103247248665106,-0.0122072604536607,0.0011523455588115,NA
partial observability,probit,continuous,1,2,1,-0.0111043841720563,0.000697437732707029,-0.0122072604536607,0.0011523455588115,-3354635430.67463
full observability,cloglog,continuous,1,2,1,-0.0113152240304764,0.0010196233769012,-0.0126277180714952,0.00123064976792531,NA
partial observability,cloglog,continuous,1,2,1,-0.010692736867379,0.00041896685178755,-0.0126277180714952,0.00123064976792531,-3356264526.55607
full observability,cauchit,continuous,1,2,1,-0.00881374404898194,0.000829827843807474,-0.00473864358553022,0.000263348800182528,NA
partial observability,cauchit,continuous,1,2,1,-0.00626605854448414,0.00195067749257494,-0.00473864358553022,0.000263348800182528,-3375771840.58344
full observability,logit,binary,1,1,0,0.175814038668285,0.111727725,0.175735712775964,0.111732560508997,NA
partial observability,logit,binary,1,1,0,0.309910647224166,-0.102725979083534,0.175735712775964,0.111732560508997,-197673336.194084
full observability,probit,binary,1,1,0,0.17561897164563,0.11179338,0.175197478427591,0.111733985,NA
partial observability,probit,binary,1,1,0,0.277898053883042,-0.0476789676928127,0.175197478427591,0.111733985,-197646065.2106
full observability,cloglog,binary,1,1,0,0.174036504687131,0.11172211,0.174625196018191,0.111733985,NA
partial observability,cloglog,binary,1,1,0,0.185033473850088,0.0735904479696751,0.174625196018191,0.111733985,-197688717.160914
full observability,cauchit,binary,1,1,0,0.172076050046124,0.11172112,0.170430273275872,0.111733985,NA
partial observability,cauchit,binary,1,1,0,0.478853299260296,-0.471995818252973,0.170430273275872,0.111733985,-197582907.147463
full observability,logit,continuous,2,4,2,0.0434184287158554,0.0673913456014158,0.0434154701872596,0.0673899381724072,NA
partial observability,logit,continuous,2,4,2,0.0434065699439019,0.0674085221461276,0.0434154701872596,0.0673899381724072,-267382292394.955
full observability,probit,continuous,2,4,2,0.0434111778423958,0.0671806439580998,0.0432658313960528,0.0683519479483561,NA
partial observability,probit,continuous,2,4,2,0.0440049318779071,0.066994615846422,0.0432658313960528,0.0683519479483561,-267387208408.675
full observability,cloglog,continuous,2,4,2,0.0432908627559692,0.0665856575169886,0.0429272142342708,0.0686886348269014,NA
partial observability,cloglog,continuous,2,4,2,0.0412965682731096,0.0724141079869826,0.0429272142342708,0.0686886348269014,-267399124077.241
full observability,cauchit,continuous,2,4,2,0.0433290136140624,0.0607433828415768,0.0442278266046956,0.0498672780154563,NA
partial observability,cauchit,continuous,2,4,2,0.040855582614351,0.0582284468712875,0.0442278266046956,0.0498672780154563,-267433429760.006
full observability,logit,binary,2,4,1,0.142484801374432,-0.263953433017632,0.142484871023895,-0.263954040911243,NA
partial observability,logit,binary,2,4,1,0.142477639049374,-0.263953414990643,0.142484871023895,-0.263954040911243,-70874052048.7682
full observability,probit,binary,2,4,1,0.141740008760632,-0.263807327478577,0.146305623550677,-0.265111978118182,NA
partial observability,probit,binary,2,4,1,0.177764436139981,-0.208564540538043,0.146305623550677,-0.265111978118182,-70823863227.4382
full observability,cloglog,binary,2,4,1,0.139141276150808,-0.263912038271858,0.121251917754168,-0.262380909320547,NA
partial observability,cloglog,binary,2,4,1,0.0831665514136193,-0.465775370037705,0.121251917754168,-0.262380909320547,-71456069240.9464
full observability,cauchit,binary,2,4,1,0.132368981223663,-0.263895338770865,0.0902527847786461,-0.2579985278535,NA
partial observability,cauchit,binary,2,4,1,8.79501659266715e-05,-0.781691311469901,0.0902527847786461,-0.2579985278535,-74605951538.1745
full observability,logit,binary,1,1,2,-0.0254002611303495,0.137193142760342,-0.0254029075783784,0.137193751807022,NA
partial observability,logit,binary,1,1,2,-0.0253919852820522,0.137181907228502,-0.0254029075783784,0.137193751807022,-14768183138.3866
full observability,probit,binary,1,1,2,-0.0253789478431167,0.137081730072097,-0.0255382543917204,0.13759939200359,NA
partial observability,probit,binary,1,1,2,-0.0172963630895008,0.127707202102509,-0.0255382543917204,0.13759939200359,-14770464235.9365
full observability,cloglog,binary,1,1,2,-0.0253162321124797,0.136458889146523,-0.0256117723268497,0.137854389079162,NA
partial observability,cloglog,binary,1,1,2,-0.00684534269716031,0.115270348659343,-0.0256117723268497,0.137854389079162,-14775595454.5938
full observability,cauchit,binary,1,1,2,-0.0246238191465172,0.134576538367988,-0.0228469240106757,0.128492049693402,NA
partial observability,cauchit,binary,1,1,2,-0.0614315270116085,0.178926388849261,-0.0228469240106757,0.128492049693402,-14779115698.5604
full observability,logit,binary,1,1,0,0.00296541035894415,0.00232135,0.00295867169874098,0.00231890405656191,NA
partial observability,logit,binary,1,1,0,-0.00264753945488616,0.00233321544860205,0.00295867169874098,0.00231890405656191,-8563204.22272341
full observability,probit,binary,1,1,0,0.00296038786691843,0.00230492,0.00297812107078743,0.00231711999999999,NA
partial observability,probit,binary,1,1,0,-0.034988742112368,0.00247772402927738,0.00297812107078743,0.00231711999999999,-8556447.77462562
full observability,cloglog,binary,1,1,0,0.00295756862169949,0.002324805,0.00299273998027338,0.00231712,NA
partial observability,cloglog,binary,1,1,0,0.00779703805257925,0.00230514080760645,0.00299273998027338,0.00231712,-8555814.00974473
full observability,cauchit,binary,1,1,0,0.0028870954617165,0.00232072,0.00259547911159352,0.00231711999999995,NA
partial observability,cauchit,binary,1,1,0,3.27975495373334e-06,0.00231977008893564,0.00259547911159352,0.00231711999999995,-8556257.3981876
full observability,logit,continuous,2,0,3,-0.047472590077425,0.0312279059024724,-0.0474704793844057,0.0312198219726979,NA
partial observability,logit,continuous,2,0,3,-0.0474713230191767,0.0312324959060769,-0.0474704793844057,0.0312198219726979,-30367124217.7883
full observability,probit,continuous,2,0,3,-0.0474766699870901,0.0309865583301664,-0.0474632702783858,0.0326013707031639,NA
partial observability,probit,continuous,2,0,3,-0.0487991557017968,0.0317602666847832,-0.0474632702783858,0.0326013707031639,-30383694979.1336
full observability,cloglog,continuous,2,0,3,-0.0474572029824546,0.0288335763894512,-0.0474443841843689,0.0340965900071485,NA
partial observability,cloglog,continuous,2,0,3,-0.0509325771363487,0.0261709759560411,-0.0474443841843689,0.0340965900071485,-30444849586.2952
full observability,cauchit,continuous,2,0,3,-0.047450497775799,0.0272370549409902,-0.0474928259376275,0.0122741370810572,NA
partial observability,cauchit,continuous,2,0,3,-0.0435538715448279,0.020136749651678,-0.0474928259376275,0.0122741370810572,-30345896303.817
full observability,logit,binary,2,2,2,-0.0047732478759384,0.25155144909848,-0.00477169681611852,0.25155309456583,NA
partial observability,logit,binary,2,2,2,-0.00470093188919981,0.251627879328747,-0.00477169681611852,0.25155309456583,-29542448962.3967
full observability,probit,binary,2,2,2,-0.00471543263387005,0.251547684534364,-0.00551530307516573,0.249660914293472,NA
partial observability,probit,binary,2,2,2,-0.0123202694573428,0.136092149141729,-0.00551530307516573,0.249660914293472,-29535834575.9552
full observability,cloglog,binary,2,2,2,-0.00476901485610726,0.249818044726374,-0.00456346814371699,0.24607444639894,NA
partial observability,cloglog,binary,2,2,2,0.0020680485567499,0.181490237455684,-0.00456346814371699,0.24607444639894,-29624771917.2273
full observability,cauchit,binary,2,2,2,-0.00425311651682211,0.251274334661372,-0.000778939638974963,0.263998992265498,NA
